activity_nr,citation_id,pen_fta,hist_event,hist_date,hist_penalty,hist_abate_date,hist_vtype,hist_insp_nr,load_dt
"101419299","02004","P","Z","1989-01-11","","1989-10-17","O","","2011-10-14 16:48:14 EDT"
"101419299","02003","P","I","1989-01-19","","1989-02-28","O","","2011-10-14 16:48:14 EDT"
"101419299","02003","P","Z","1989-01-11","","1989-01-18","O","","2011-10-14 16:48:14 EDT"
"101419299","02002","P","I","1989-01-19","","1989-02-28","O","","2011-10-14 16:48:14 EDT"
"101419299","01002B","P","Z","1989-01-11","","1989-04-10","S","","2011-10-14 16:48:14 EDT"
"101419299","01002B","P","I","1989-01-19","","1989-04-10","S","","2011-10-14 16:48:14 EDT"
"101419299","02002","P","Z","1989-01-11","","1989-01-20","O","","2011-10-14 16:48:14 EDT"
"101419307","01010A","P","Z","1989-01-03","280.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419307","01003","P","I","1989-01-19","280.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01004A","P","I","1989-01-19","210.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01005A","P","Z","1989-01-03","280.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01005A","P","I","1989-01-19","210.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01006","P","Z","1989-01-03","350.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01006","P","I","1989-01-19","280.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01007","P","Z","1989-01-03","350.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01007","P","I","1989-01-19","280.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01008A","P","Z","1989-01-03","280.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01008A","P","I","1989-01-19","140.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01004A","P","Z","1989-01-03","280.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01003","P","Z","1989-01-03","350.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01002","P","I","1989-01-19","210.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01002","P","Z","1989-01-03","280.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419307","01001","P","I","1989-01-19","210.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01001","P","Z","1989-01-03","280.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419307","01012","P","I","1989-01-19","210.00","1989-01-26","S","","2011-10-14 16:48:14 EDT"
"101419307","01012","P","Z","1989-01-03","350.00","1989-01-26","S","","2011-10-14 16:48:14 EDT"
"101419307","01011","P","I","1989-01-19","140.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419307","01011","P","Z","1989-01-03","280.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419307","01010A","P","I","1989-01-19","140.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419307","01009","P","I","1989-01-19","175.00","1989-01-26","S","","2011-10-14 16:48:14 EDT"
"101419307","01009","P","Z","1989-01-03","350.00","1989-01-26","S","","2011-10-14 16:48:14 EDT"
"101419331","01007A","P","I","1989-01-18","250.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01001","P","Z","1989-01-05","420.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01008","P","I","1989-01-18","250.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419331","01008","P","Z","1989-01-05","300.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419331","01001","P","I","1989-01-18","350.00","1989-01-20","S","","2011-10-14 16:48:14 EDT"
"101419331","01002A","P","Z","1989-01-05","640.00","1989-02-06","S","","2011-10-14 16:48:14 EDT"
"101419331","01002A","P","I","1989-01-18","320.00","1989-02-06","S","","2011-10-14 16:48:14 EDT"
"101419331","01003A","P","Z","1989-01-05","640.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419331","01003A","P","I","1989-01-18","320.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419331","01004","P","Z","1989-01-05","640.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101419331","01004","P","I","1989-01-18","","1989-01-09","O","","2011-10-14 16:48:14 EDT"
"101419331","01005","P","Z","1989-01-05","300.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01005","P","I","1989-01-18","250.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01006A","P","Z","1989-01-05","300.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01006A","P","I","1989-01-18","250.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419331","01007A","P","Z","1989-01-05","300.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101419349","01001A","P","I","1988-12-22","650.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419349","01002","P","Z","1988-12-14","640.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101419349","01002","P","I","1988-12-22","100.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101419349","02001","P","Z","1988-12-14","180.00","1989-01-17","O","","2011-10-14 16:48:14 EDT"
"101419349","02001","P","I","1988-12-22","","1989-01-17","O","","2011-10-14 16:48:14 EDT"
"101419349","01001A","P","Z","1988-12-14","810.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419364","01001","P","F","1989-06-26","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419364","01002","P","Z","1988-12-13","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419364","01002","P","F","1989-06-26","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419364","01003","P","Z","1988-12-13","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419364","01003","P","F","1989-06-26","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419364","01001","P","Z","1988-12-13","","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101419463","01002","P","Z","1989-01-12","630.00","1989-01-18","S","","2011-10-14 16:48:14 EDT"
"101419463","01002","P","I","1989-02-02","630.00","1989-01-18","S","","2011-10-14 16:48:14 EDT"
"101419471","01001","P","Z","1989-01-18","280.00","1989-01-24","S","","2011-10-14 16:48:14 EDT"
"101419471","01001","P","F","1989-07-31","210.00","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101419521","02002","P","Z","1988-12-19","","1988-12-27","O","","2011-10-14 16:48:14 EDT"
"101419521","02001","P","F","1989-06-12","","1988-12-27","O","","2011-10-14 16:48:14 EDT"
"101419521","02001","P","Z","1988-12-19","","1988-12-27","O","","2011-10-14 16:48:14 EDT"
"101419521","01001","P","F","1989-06-12","175.00","1988-12-22","S","","2011-10-14 16:48:14 EDT"
"101419521","01001","P","Z","1988-12-19","350.00","1988-12-22","S","","2011-10-14 16:48:14 EDT"
"101419521","02003","P","F","1989-06-12","","1988-12-22","O","","2011-10-14 16:48:14 EDT"
"101419521","02003","P","Z","1988-12-19","","1988-12-22","O","","2011-10-14 16:48:14 EDT"
"101419521","02002","P","F","1989-06-12","","1988-12-27","O","","2011-10-14 16:48:14 EDT"
"101419588","03002","P","I","1989-06-01","","1989-06-22","O","","2011-10-14 16:48:14 EDT"
"101419588","03002","P","P","1989-07-14","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419588","03004","P","Z","1989-05-17","","1989-06-13","O","","2011-10-14 16:48:14 EDT"
"101419588","03004","P","I","1989-06-01","","1989-06-22","O","","2011-10-14 16:48:14 EDT"
"101419588","03004","P","P","1989-07-14","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419588","03006","P","Z","1989-05-17","","1989-06-13","O","","2011-10-14 16:48:14 EDT"
"101419588","03006","P","I","1989-06-01","","1989-06-22","O","","2011-10-14 16:48:14 EDT"
"101419588","03006","P","P","1989-07-14","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419588","03007","P","Z","1989-05-17","","1989-05-25","O","","2011-10-14 16:48:14 EDT"
"101419588","03007","P","I","1989-06-01","","1989-06-07","O","","2011-10-14 16:48:14 EDT"
"101419588","03008","P","Z","1989-05-17","","1989-05-25","O","","2011-10-14 16:48:14 EDT"
"101419588","03008","P","I","1989-06-01","","1989-06-07","O","","2011-10-14 16:48:14 EDT"
"101419588","03009","P","Z","1989-05-17","","1989-05-25","O","","2011-10-14 16:48:14 EDT"
"101419588","03009","P","I","1989-06-01","","1989-06-07","O","","2011-10-14 16:48:14 EDT"
"101419588","03010","P","Z","1989-05-17","","1989-05-25","O","","2011-10-14 16:48:14 EDT"
"101419588","03010","P","I","1989-06-01","","1989-06-07","O","","2011-10-14 16:48:14 EDT"
"101419588","01002","P","Z","1989-05-17","350.00","1989-05-23","S","","2011-10-14 16:48:14 EDT"
"101419588","01002","P","I","1989-06-01","175.00","1989-05-23","S","","2011-10-14 16:48:14 EDT"
"101419588","02001","P","Z","1989-05-17","140.00","1989-05-23","R","","2011-10-14 16:48:14 EDT"
"101419588","02001","P","I","1989-06-01","140.00","1989-05-23","R","","2011-10-14 16:48:14 EDT"
"101419588","02002","P","Z","1989-05-17","140.00","1989-06-06","R","","2011-10-14 16:48:14 EDT"
"101419588","03002","P","Z","1989-05-17","","1989-05-23","O","","2011-10-14 16:48:14 EDT"
"101419588","03001","P","P","1989-07-14","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419588","03001","P","I","1989-06-01","","1989-06-22","O","","2011-10-14 16:48:14 EDT"
"101419588","03001","P","Z","1989-05-17","","1989-06-06","O","","2011-10-14 16:48:14 EDT"
"101419588","02004","P","I","1989-06-01","490.00","1989-05-25","R","","2011-10-14 16:48:14 EDT"
"101419588","02004","P","Z","1989-05-17","700.00","1989-05-25","R","","2011-10-14 16:48:14 EDT"
"101419588","02002","P","I","1989-06-01","140.00","1989-06-06","R","","2011-10-14 16:48:14 EDT"
"101419588","02003","P","Z","1989-05-17","1280.00","1989-05-25","R","","2011-10-14 16:48:14 EDT"
"101419588","02003","P","I","1989-06-01","896.00","1989-05-25","R","","2011-10-14 16:48:14 EDT"
"101419604","01005","P","F","1990-02-01","150.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01003A","P","Z","1989-07-11","150.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01002","P","F","1990-02-01","60.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01002","P","Z","1989-07-11","60.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01001B","P","F","1990-02-01","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01001B","P","Z","1989-07-11","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01001A","P","F","1990-02-01","120.00","1989-07-27","S","","2011-10-14 16:48:14 EDT"
"101419604","01001A","P","Z","1989-07-11","120.00","1989-07-27","S","","2011-10-14 16:48:14 EDT"
"101419604","02002","P","F","1990-02-01","","1989-07-27","O","","2011-10-14 16:48:14 EDT"
"101419604","02002","P","Z","1989-07-11","","1989-07-27","O","","2011-10-14 16:48:14 EDT"
"101419604","02001","P","F","1990-02-01","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419604","02001","P","Z","1989-07-11","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419604","01006","P","F","1990-02-01","210.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01006","P","Z","1989-07-11","210.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01005","P","Z","1989-07-11","150.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01004","P","F","1990-02-01","180.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01004","P","Z","1989-07-11","180.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01003B","P","F","1990-02-01","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01003B","P","Z","1989-07-11","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419604","01003A","P","F","1990-02-01","150.00","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419620","01001A","P","Z","1989-07-19","60.00","1989-08-07","S","","2011-10-14 16:48:14 EDT"
"101419620","01001B","P","Z","1989-07-19","","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419620","01001B","P","F","1990-08-20","","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419620","01002","P","Z","1989-07-19","40.00","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419620","01002","P","F","1990-08-20","40.00","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419620","02002","P","F","1990-08-20","","1989-07-25","O","","2011-10-14 16:48:14 EDT"
"101419620","01001A","P","F","1990-08-20","60.00","1989-08-07","S","","2011-10-14 16:48:14 EDT"
"101419620","01003","P","F","1990-08-20","140.00","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419620","02001","P","Z","1989-07-19","","1989-07-25","O","","2011-10-14 16:48:14 EDT"
"101419620","02001","P","F","1990-08-20","","1989-07-25","O","","2011-10-14 16:48:14 EDT"
"101419620","02002","P","Z","1989-07-19","","1989-07-25","O","","2011-10-14 16:48:14 EDT"
"101419620","01003","P","Z","1989-07-19","140.00","1989-07-25","S","","2011-10-14 16:48:14 EDT"
"101419646","01001A","P","Z","1989-07-06","300.00","1989-07-21","S","","2011-10-14 16:48:14 EDT"
"101419646","01001A","P","F","1990-07-16","","1989-07-21","O","","2011-10-14 16:48:14 EDT"
"101419646","01001B","P","F","1990-07-16","","1989-07-14","O","","2011-10-14 16:48:14 EDT"
"101419646","01001B","P","Z","1989-07-06","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419646","01002","P","Z","1989-07-06","400.00","1989-07-11","S","","2011-10-14 16:48:14 EDT"
"101419646","01002","P","F","1990-07-16","","1989-07-11","O","","2011-10-14 16:48:14 EDT"
"101419646","02001","P","Z","1989-07-06","","1989-07-21","O","","2011-10-14 16:48:14 EDT"
"101419646","02001","P","F","1990-07-16","","1989-07-21","O","","2011-10-14 16:48:14 EDT"
"101419653","01001A","P","I","1989-07-19","50.00","1989-07-21","S","","2011-10-14 16:48:14 EDT"
"101419653","01001A","P","Z","1989-07-06","100.00","1989-07-21","S","","2011-10-14 16:48:14 EDT"
"101419653","01002","P","Z","1989-07-06","200.00","1989-07-10","S","","2011-10-14 16:48:14 EDT"
"101419653","01002","P","I","1989-07-19","100.00","1989-07-10","S","","2011-10-14 16:48:14 EDT"
"101419653","01003","P","Z","1989-07-06","250.00","1989-07-10","S","","2011-10-14 16:48:14 EDT"
"101419653","01003","P","I","1989-07-19","125.00","1989-07-10","S","","2011-10-14 16:48:14 EDT"
"101419661","01003","P","F","1990-05-07","120.00","1989-07-11","S","","2011-10-14 16:48:14 EDT"
"101419661","01003","P","Z","1989-07-06","240.00","1989-07-11","S","","2011-10-14 16:48:14 EDT"
"101419661","01002","P","F","1990-05-07","60.00","1989-07-11","S","","2011-10-14 16:48:14 EDT"
"101419661","01002","P","Z","1989-07-06","120.00","1989-07-11","S","","2011-10-14 16:48:14 EDT"
"101419661","01001B","P","F","1990-05-07","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419661","01001B","P","Z","1989-07-06","","1989-07-14","S","","2011-10-14 16:48:14 EDT"
"101419661","01001A","P","Z","1989-07-06","120.00","1989-07-21","S","","2011-10-14 16:48:14 EDT"
"101419661","01001A","P","F","1990-05-07","120.00","1989-07-21","S","","2011-10-14 16:48:14 EDT"
"101419885","01002","P","I","1988-12-29","280.00","1988-12-17","S","","2011-10-14 16:48:14 EDT"
"101419885","01002","P","Z","1988-12-14","350.00","1988-12-17","S","","2011-10-14 16:48:14 EDT"
"101419950","01001","P","Z","1989-01-03","150.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419950","01001","P","I","1989-01-24","150.00","1989-02-17","S","","2011-10-14 16:48:14 EDT"
"101419950","01001","F","Z","1989-03-30","900.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02024","F","F","1990-02-12","125.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02024","F","Z","1989-03-30","900.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02020","P","I","1989-01-24","","1989-02-03","O","","2011-10-14 16:48:14 EDT"
"101419950","02020","P","Z","1989-01-03","","1989-01-11","O","","2011-10-14 16:48:14 EDT"
"101419950","02016","P","I","1989-01-24","","1989-02-28","O","","2011-10-14 16:48:14 EDT"
"101419950","02016","P","Z","1989-01-03","","1989-02-03","O","","2011-10-14 16:48:14 EDT"
"101419950","02006","F","F","1990-02-12","125.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02006","F","Z","1989-03-30","900.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02005","P","I","1989-01-24","","1989-01-30","O","","2011-10-14 16:48:14 EDT"
"101419950","02005","P","Z","1989-01-03","","1989-01-09","O","","2011-10-14 16:48:14 EDT"
"101419950","02005","F","F","1990-02-12","125.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02005","F","Z","1989-03-30","900.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419950","02004","P","I","1989-01-24","","1989-01-27","O","","2011-10-14 16:48:14 EDT"
"101419950","02004","P","Z","1989-01-03","","1989-01-09","O","","2011-10-14 16:48:14 EDT"
"101419950","01006","P","I","1989-01-24","100.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419950","01006","P","Z","1989-01-03","200.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419950","01005","P","I","1989-01-24","100.00","1989-02-03","S","","2011-10-14 16:48:14 EDT"
"101419950","01005","P","Z","1989-01-03","200.00","1989-01-11","S","","2011-10-14 16:48:14 EDT"
"101419950","01003","P","I","1989-01-24","150.00","1989-02-17","S","","2011-10-14 16:48:14 EDT"
"101419950","01003","P","Z","1989-01-03","300.00","1989-01-26","S","","2011-10-14 16:48:14 EDT"
"101419950","01001","F","F","1990-02-12","125.00","","","101425924","2011-10-14 16:48:14 EDT"
"101419992","01012","P","Z","1989-01-11","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01012","P","I","1989-01-26","140.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01013A","P","Z","1989-01-11","420.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01004","P","I","1989-01-26","70.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01004","P","Z","1989-01-11","140.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01003A","P","I","1989-01-26","70.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01003A","P","Z","1989-01-11","140.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01014I","P","I","1989-01-26","","1989-02-28","S","","2011-10-14 16:48:14 EDT"
"101419992","01014I","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014H","P","I","1989-01-26","","1989-02-28","S","","2011-10-14 16:48:14 EDT"
"101419992","01014H","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014E","P","I","1989-01-26","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014E","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014D","P","I","1989-01-26","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014D","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014C","P","I","1989-01-26","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014C","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014B","P","I","1989-01-26","","1989-02-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01014B","P","Z","1989-01-11","","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01014A","P","I","1989-01-26","420.00","1989-02-28","S","","2011-10-14 16:48:14 EDT"
"101419992","01014A","P","Z","1989-01-11","420.00","1989-01-30","S","","2011-10-14 16:48:14 EDT"
"101419992","01013B","P","P","1989-05-16","","1989-05-25","S","","2011-10-14 16:48:14 EDT"
"101419992","01013B","P","I","1989-01-26","","1989-04-07","S","","2011-10-14 16:48:14 EDT"
"101419992","01013B","P","Z","1989-01-11","","1989-02-13","S","","2011-10-14 16:48:14 EDT"
"101419992","01013A","P","P","1989-05-16","420.00","1989-05-25","S","","2011-10-14 16:48:14 EDT"
"101419992","01013A","P","I","1989-01-26","420.00","1989-04-07","S","","2011-10-14 16:48:14 EDT"
"101419992","01001A","P","Z","1989-01-11","490.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101419992","01001A","P","I","1989-01-26","420.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420032","01001","P","Z","1989-03-23","500.00","1989-03-27","S","","2011-10-14 16:48:14 EDT"
"101420032","02001","P","A","1989-03-30","6000.00","1989-04-21","W","","2011-10-14 16:48:14 EDT"
"101420032","02001","P","Z","1989-03-23","6000.00","1989-03-27","W","","2011-10-14 16:48:14 EDT"
"101420032","01001","P","A","1989-03-30","500.00","1989-04-21","S","","2011-10-14 16:48:14 EDT"
"101420271","02002","P","Z","1989-01-18","1400.00","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420271","02001A","P","Z","1989-01-18","1400.00","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420271","03001","P","Z","1989-01-18","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420271","03001","P","F","1989-05-18","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420271","03002","P","Z","1989-01-18","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420271","03002","P","F","1989-05-18","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420271","03003","P","Z","1989-01-18","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420271","03003","P","F","1989-05-18","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420271","03004","P","Z","1989-01-18","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420271","03004","P","F","1989-05-18","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420271","02002","P","F","1989-05-18","700.00","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420271","01002","P","F","1989-05-18","120.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420271","01002","P","Z","1989-01-18","240.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420271","01001","P","F","1989-05-18","200.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420271","01001","P","Z","1989-01-18","400.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420271","02001B","P","F","1989-05-18","","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420271","02001B","P","Z","1989-01-18","","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420271","02001A","P","F","1989-05-18","700.00","1989-01-23","R","","2011-10-14 16:48:14 EDT"
"101420297","02005","P","F","1989-05-28","","1989-02-09","O","","2011-10-14 16:48:14 EDT"
"101420297","01001","P","Z","1989-01-16","360.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01003A","P","F","1989-05-28","270.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01004","P","Z","1989-01-16","180.00","1989-01-19","S","","2011-10-14 16:48:14 EDT"
"101420297","01004","P","F","1989-05-28","90.00","1989-01-19","S","","2011-10-14 16:48:14 EDT"
"101420297","02001","P","Z","1989-01-16","","1989-01-19","O","","2011-10-14 16:48:14 EDT"
"101420297","02001","P","F","1989-05-28","","1989-01-19","O","","2011-10-14 16:48:14 EDT"
"101420297","02002","P","Z","1989-01-16","","1989-01-19","O","","2011-10-14 16:48:14 EDT"
"101420297","02002","P","F","1989-05-28","","1989-01-19","O","","2011-10-14 16:48:14 EDT"
"101420297","02003","P","Z","1989-01-17","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420297","02003","P","F","1989-05-28","","1989-01-23","O","","2011-10-14 16:48:14 EDT"
"101420297","02004","P","Z","1989-01-16","","1989-02-09","O","","2011-10-14 16:48:14 EDT"
"101420297","02005","P","Z","1989-01-16","","1989-02-09","O","","2011-10-14 16:48:14 EDT"
"101420297","02004","P","F","1989-05-28","","1989-02-09","O","","2011-10-14 16:48:14 EDT"
"101420297","01002B","P","F","1989-05-28","","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01002B","P","Z","1989-01-16","","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01002A","P","F","1989-05-28","225.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01002A","P","Z","1989-01-16","450.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01001","P","F","1989-05-28","180.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420297","01003A","P","Z","1989-01-16","540.00","1989-01-23","S","","2011-10-14 16:48:14 EDT"
"101420339","02003","P","F","1989-08-28","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02004","P","Z","1989-01-19","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02004","P","F","1989-08-28","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","01001","P","Z","1989-01-19","50.00","1989-01-24","S","","2011-10-14 16:48:14 EDT"
"101420339","02003","P","Z","1989-01-19","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02001","P","Z","1989-01-19","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02001","P","F","1989-08-28","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02002","P","Z","1989-01-19","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","02002","P","F","1989-08-28","","1989-01-24","O","","2011-10-14 16:48:14 EDT"
"101420339","01001","P","F","1989-08-28","25.00","1989-01-24","S","","2011-10-14 16:48:14 EDT"
"101420438","01004A","P","I","1989-01-25","60.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01003A","P","Z","1989-01-12","120.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01005","P","I","1989-01-25","60.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01005","P","Z","1989-01-12","120.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01004A","P","Z","1989-01-12","120.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01003A","P","I","1989-01-25","90.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01002","P","I","1989-01-25","90.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01002","P","Z","1989-01-12","120.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101420438","01001A","P","I","1989-01-25","90.00","1989-01-24","S","","2011-10-14 16:48:14 EDT"
"101420438","01001A","P","Z","1989-01-12","180.00","1989-01-24","S","","2011-10-14 16:48:14 EDT"
"101420446","02001","P","F","1989-06-12","","1989-01-09","O","","2011-10-14 16:48:14 EDT"
"101420446","01001","P","Z","1989-01-05","200.00","1989-01-13","S","","2011-10-14 16:48:14 EDT"
"101420446","02002","P","F","1989-06-12","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420446","02003","P","Z","1989-01-05","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
"101420446","02003","P","F","1989-06-12","","1989-02-06","O","","2011-10-14 16:48:14 EDT"
