activity_nr,citation_id,pen_fta,hist_event,hist_date,hist_penalty,hist_abate_date,hist_vtype,hist_insp_nr,load_dt
"101351187","01006","F","Z","1988-03-17","3000.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351187","01003","F","Z","1988-03-17","3000.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351187","01002","P","I","1987-12-28","120.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01002","P","Z","1987-12-16","200.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01001","P","I","1987-12-28","90.00","1988-01-02","S","","2011-10-14 16:48:14 EDT"
"101351187","01001","P","Z","1987-12-16","150.00","1988-01-02","S","","2011-10-14 16:48:14 EDT"
"101351187","01005","P","I","1987-12-28","150.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01005","P","Z","1987-12-16","250.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01005","F","F","1988-10-24","1200.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351187","01005","F","Z","1988-03-17","3000.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351187","01004","P","I","1987-12-28","180.00","1988-02-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01004","P","Z","1987-12-16","300.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01003","P","I","1987-12-28","180.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01009","P","I","1987-12-28","150.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01009","P","Z","1987-12-16","250.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01008","P","I","1987-12-28","150.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01008","P","Z","1987-12-16","250.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01007","P","I","1987-12-28","210.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01007","P","Z","1987-12-16","350.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01006","P","I","1987-12-28","180.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01006","P","Z","1987-12-16","300.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101351187","01006","F","F","1988-10-24","1200.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351187","01003","F","F","1988-10-24","1200.00","","","101329126","2011-10-14 16:48:14 EDT"
"101351195","01003","P","Z","1988-08-25","420.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351195","01003","P","I","1988-09-09","300.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351195","01001","P","Z","1988-08-25","420.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351195","01001","P","I","1988-09-09","300.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351195","01002","P","Z","1988-08-25","280.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351195","01002","P","I","1988-09-09","180.00","1988-08-28","S","","2011-10-14 16:48:14 EDT"
"101351211","01001","P","Z","1987-10-02","500.00","1987-10-14","R","","2011-10-14 16:48:14 EDT"
"101351211","01001","P","I","1987-10-02","500.00","1988-01-10","R","","2011-10-14 16:48:14 EDT"
"101351286","01002","P","Z","1988-03-16","240.00","1988-04-21","S","","2011-10-14 16:48:14 EDT"
"101351286","01001","P","I","1988-04-01","140.00","1988-04-21","S","","2011-10-14 16:48:14 EDT"
"101351286","01002","P","I","1988-04-01","140.00","1988-04-21","S","","2011-10-14 16:48:14 EDT"
"101351286","01001","P","Z","1988-03-16","240.00","1988-04-21","S","","2011-10-14 16:48:14 EDT"
"101351310","01001","P","Z","1987-09-18","420.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351310","01003","P","I","1987-10-09","250.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351310","01003","P","Z","1987-09-18","420.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351310","01002","P","I","1987-10-09","250.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351310","01002","P","Z","1987-09-18","420.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351310","01001","P","I","1987-10-09","250.00","1987-09-28","S","","2011-10-14 16:48:14 EDT"
"101351328","01001","P","I","1987-11-13","321.00","1987-10-30","S","","2011-10-14 16:48:14 EDT"
"101351328","01001","P","Z","1987-10-27","640.00","1987-10-30","S","","2011-10-14 16:48:14 EDT"
"101351377","01001","P","Z","1987-12-04","400.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101351377","01003B","P","I","1987-12-11","320.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101351377","01003B","P","Z","1987-12-04","320.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101351377","01003A","P","I","1987-12-11","200.00","1988-02-19","S","","2011-10-14 16:48:14 EDT"
"101351377","01003A","P","Z","1987-12-04","320.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101351377","01001","P","I","1987-12-11","","1987-12-14","O","","2011-10-14 16:48:14 EDT"
"101351377","01002","P","Z","1987-12-04","480.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101351377","01002","P","I","1987-12-11","245.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101351567","01001","P","I","1987-11-20","290.00","1987-11-24","S","","2011-10-14 16:48:14 EDT"
"101351567","01001","P","Z","1987-11-03","490.00","1987-11-24","S","","2011-10-14 16:48:14 EDT"
"101351617","01002","P","Z","1987-10-30","420.00","1987-12-07","S","","2011-10-14 16:48:14 EDT"
"101351617","01003","P","F","1988-04-28","320.00","1987-12-07","S","","2011-10-14 16:48:14 EDT"
"101351617","01003","P","Z","1987-10-30","640.00","1987-12-07","S","","2011-10-14 16:48:14 EDT"
"101351617","01002","P","F","1988-04-26","210.00","1987-12-07","S","","2011-10-14 16:48:14 EDT"
"101351617","01001","P","F","1988-04-26","210.00","1987-11-30","S","","2011-10-14 16:48:14 EDT"
"101351617","01001","P","Z","1987-10-30","420.00","1987-11-30","S","","2011-10-14 16:48:14 EDT"
"101351641","01003","P","Z","1988-02-02","","1988-04-04","O","","2011-10-14 16:48:14 EDT"
"101351641","01001","P","Z","1988-02-02","","1988-04-04","O","","2011-10-14 16:48:14 EDT"
"101351641","01001","P","P","1988-05-17","","1988-05-04","O","","2011-10-14 16:48:14 EDT"
"101351641","01003","P","P","1988-05-17","","1988-05-04","O","","2011-10-14 16:48:14 EDT"
"101351690","01001A","P","I","1988-02-26","350.00","1988-02-15","S","","2011-10-14 16:48:14 EDT"
"101351690","01001A","P","Z","1988-02-12","640.00","1988-02-15","S","","2011-10-14 16:48:14 EDT"
"101351807","01001","P","I","1988-02-26","80.00","1988-03-25","S","","2011-10-14 16:48:14 EDT"
"101351807","01001","P","Z","1988-02-19","150.00","1988-03-25","S","","2011-10-14 16:48:14 EDT"
"101351831","01003","P","I","1999-12-31","180.00","1988-02-09","S","","2011-10-14 16:48:14 EDT"
"101351831","01003","P","Z","1988-01-11","360.00","1988-02-09","S","","2011-10-14 16:48:14 EDT"
"101351864","01002","P","I","1988-02-22","100.00","1987-12-11","S","","2011-10-14 16:48:14 EDT"
"101351864","02002","P","Z","1987-11-06","","1987-11-23","O","","2011-10-14 16:48:14 EDT"
"101351864","02002","P","I","1987-12-04","","1987-11-23","O","","2011-10-14 16:48:14 EDT"
"101351864","01002","P","Z","1987-11-06","280.00","1987-12-11","S","","2011-10-14 16:48:14 EDT"
"101351864","01001","P","I","1987-12-04","180.00","1987-12-11","S","","2011-10-14 16:48:14 EDT"
"101351864","02003","P","Z","1987-11-06","","1987-11-23","O","","2011-10-14 16:48:14 EDT"
"101351864","02003","P","I","1987-12-04","","1987-11-23","O","","2011-10-14 16:48:14 EDT"
"101351864","01001","P","Z","1987-11-06","280.00","1987-12-11","S","","2011-10-14 16:48:14 EDT"
"101351922","01002","P","Z","1988-05-10","280.00","1988-06-15","S","","2011-10-14 16:48:14 EDT"
"101351922","01003A","P","I","1988-05-23","150.00","1988-06-15","S","","2011-10-14 16:48:14 EDT"
"101351922","01003A","P","Z","1988-05-10","210.00","1988-06-15","S","","2011-10-14 16:48:14 EDT"
"101351922","01002","P","I","1988-05-23","200.00","1988-06-15","S","","2011-10-14 16:48:14 EDT"
"101351922","01001","P","Z","1988-05-10","420.00","1988-05-17","S","","2011-10-14 16:48:14 EDT"
"101351922","01001","P","I","1988-05-23","300.00","1988-05-17","S","","2011-10-14 16:48:14 EDT"
"101351971","02006","F","Z","1989-04-27","1000.00","","","101353639","2011-10-14 16:48:14 EDT"
"101351971","02003","F","I","1989-04-27","700.00","","","101353639","2011-10-14 16:48:14 EDT"
"101351971","02003","F","Z","1989-04-27","1000.00","","","101353639","2011-10-14 16:48:14 EDT"
"101351971","02002","P","P","1988-09-06","","1988-10-24","O","","2011-10-14 16:48:14 EDT"
"101351971","02002","P","Z","1988-06-17","","1988-07-22","O","","2011-10-14 16:48:14 EDT"
"101351971","01001","P","P","1988-09-06","300.00","1988-10-24","S","","2011-10-14 16:48:14 EDT"
"101351971","02006","F","I","1989-04-27","700.00","","","101353639","2011-10-14 16:48:14 EDT"
"101351971","01001","P","Z","1988-06-17","300.00","1988-07-22","S","","2011-10-14 16:48:14 EDT"
"101351989","01002","P","Z","1988-05-20","200.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01001","P","I","1988-06-10","100.00","1988-06-24","S","","2011-10-14 16:48:14 EDT"
"101351989","01001","P","Z","1988-05-20","120.00","1988-06-24","S","","2011-10-14 16:48:14 EDT"
"101351989","01002","P","I","1988-06-18","150.00","1988-08-10","S","","2011-10-14 16:48:14 EDT"
"101351989","01010","P","I","1988-06-10","180.00","1988-06-10","S","","2011-10-14 16:48:14 EDT"
"101351989","01003A","P","Z","1988-05-20","120.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01003A","P","I","1988-06-10","100.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01004","P","Z","1988-05-20","120.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01004","P","I","1988-06-10","100.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01005","P","Z","1988-05-20","200.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01005","P","I","1988-06-10","150.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01006","P","Z","1988-05-20","240.00","1988-05-31","S","","2011-10-14 16:48:14 EDT"
"101351989","01006","P","I","1988-06-10","200.00","1988-05-31","S","","2011-10-14 16:48:14 EDT"
"101351989","01007A","P","Z","1988-05-20","120.00","1988-06-24","S","","2011-10-14 16:48:14 EDT"
"101351989","01007A","P","I","1988-06-10","100.00","1988-06-24","S","","2011-10-14 16:48:14 EDT"
"101351989","01008","P","Z","1988-05-20","120.00","1988-06-03","S","","2011-10-14 16:48:14 EDT"
"101351989","01008","P","I","1988-06-10","100.00","1988-06-03","S","","2011-10-14 16:48:14 EDT"
"101351989","01009","P","Z","1988-05-20","120.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01009","P","I","1988-06-10","100.00","1988-06-07","S","","2011-10-14 16:48:14 EDT"
"101351989","01010","P","Z","1988-05-20","200.00","1988-06-10","S","","2011-10-14 16:48:14 EDT"
"101351997","01001","P","Z","1988-08-23","8000.00","1988-08-29","W","","2011-10-14 16:48:14 EDT"
"101351997","01001","P","F","1989-05-31","8000.00","1988-08-29","W","","2011-10-14 16:48:14 EDT"
"101352086","01001","P","I","1988-10-28","320.00","1988-10-14","R","","2011-10-14 16:48:14 EDT"
"101352086","01001","P","Z","1988-10-07","540.00","1988-10-14","R","","2011-10-14 16:48:14 EDT"
"101352359","01003","P","Z","1988-09-13","400.00","1988-09-19","S","","2011-10-14 16:48:14 EDT"
"101352359","01003","P","I","1988-09-30","300.00","1988-09-19","S","","2011-10-14 16:48:14 EDT"
"101352359","01002","P","I","1988-09-30","300.00","1988-09-16","S","","2011-10-14 16:48:14 EDT"
"101352359","01001","P","I","1988-09-30","400.00","1988-09-19","S","","2011-10-14 16:48:14 EDT"
"101352359","01002","P","Z","1988-09-13","400.00","1988-09-16","S","","2011-10-14 16:48:14 EDT"
"101352359","01001","P","Z","1988-09-13","560.00","1988-09-19","S","","2011-10-14 16:48:14 EDT"
"101352441","01001","P","Z","1988-10-14","240.00","1988-11-02","S","","2011-10-14 16:48:14 EDT"
"101352441","01002","P","I","1988-11-04","150.00","1988-10-21","S","","2011-10-14 16:48:14 EDT"
"101352441","01002","P","Z","1988-10-14","240.00","1988-10-21","S","","2011-10-14 16:48:14 EDT"
"101352441","01001","P","I","1988-11-04","150.00","1988-11-02","S","","2011-10-14 16:48:14 EDT"
"101352466","01001","P","I","1988-10-14","350.00","1988-10-03","S","","2011-10-14 16:48:14 EDT"
"101352466","01001","P","Z","1988-09-30","560.00","1988-10-03","S","","2011-10-14 16:48:14 EDT"
"101352474","01001","P","Z","1988-10-21","240.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352474","01001","P","I","1988-11-10","200.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352482","01003","P","Z","1988-10-21","210.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352482","01001","P","Z","1988-10-21","280.00","1988-11-07","S","","2011-10-14 16:48:14 EDT"
"101352482","01001","P","I","1988-11-14","200.00","1988-11-07","S","","2011-10-14 16:48:14 EDT"
"101352482","01002","P","Z","1988-10-21","280.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352482","01003","P","I","1988-11-14","210.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352482","01002","P","I","1988-11-14","200.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352490","01002","P","I","1988-11-04","200.00","1988-10-31","S","","2011-10-14 16:48:14 EDT"
"101352490","01002","P","Z","1988-10-20","360.00","1988-10-31","S","","2011-10-14 16:48:14 EDT"
"101352490","01001","P","I","1988-11-04","200.00","1988-10-25","S","","2011-10-14 16:48:14 EDT"
"101352490","01001","P","Z","1988-10-20","270.00","1988-10-25","S","","2011-10-14 16:48:14 EDT"
"101352524","01002","P","Z","1988-10-20","150.00","1988-10-31","S","","2011-10-14 16:48:14 EDT"
"101352524","01002","P","F","1989-05-22","150.00","1988-10-31","S","","2011-10-14 16:48:14 EDT"
"101352540","01003","P","I","1988-11-10","160.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352540","01003","P","Z","1988-10-21","160.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352540","01002","P","I","1988-11-10","180.00","1988-10-26","S","","2011-10-14 16:48:14 EDT"
"101352540","01002","P","Z","1988-10-21","180.00","1988-10-26","S","","2011-10-14 16:48:14 EDT"
"101352565","01003","P","I","1988-11-04","300.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01004","P","Z","1988-10-14","210.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01004","P","I","1988-11-04","100.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01003","P","Z","1988-10-14","350.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01002A","P","I","1988-11-04","300.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01002A","P","Z","1988-10-14","350.00","1988-11-17","S","","2011-10-14 16:48:14 EDT"
"101352565","01001","P","I","1988-11-04","300.00","1988-11-07","S","","2011-10-14 16:48:14 EDT"
"101352565","01001","P","Z","1988-10-14","350.00","1988-11-07","S","","2011-10-14 16:48:14 EDT"
"101352581","01003","P","Z","1988-10-18","270.00","1988-10-21","S","","2011-10-14 16:48:14 EDT"
"101352581","01002A","P","I","1988-11-04","300.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101352581","01002A","P","Z","1988-10-18","450.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101352581","01001","P","I","1988-11-04","300.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101352581","01001","P","Z","1988-10-18","360.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101352581","02002","P","Z","1988-10-18","","1988-11-05","O","","2011-10-14 16:48:14 EDT"
"101352581","01003","P","I","1988-11-04","200.00","1988-10-21","S","","2011-10-14 16:48:14 EDT"
"101352581","02002","P","I","1988-11-04","","1988-11-05","O","","2011-10-14 16:48:14 EDT"
"101352581","02002","P","P","1989-01-13","","1989-01-02","O","","2011-10-14 16:48:14 EDT"
"101352599","02007","F","Z","1989-04-07","800.00","","","101135002","2011-10-14 16:48:14 EDT"
"101352599","02007","F","I","1989-04-07","","","","101135002","2011-10-14 16:48:14 EDT"
"101352615","01002","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01002","P","I","1989-01-06","200.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","02001","P","I","1989-01-06","50.00","1988-12-20","O","","2011-10-14 16:48:14 EDT"
"101352615","02001","P","Z","1988-12-15","70.00","1988-12-20","O","","2011-10-14 16:48:14 EDT"
"101352615","01011","P","I","1989-01-06","150.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01011","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01010","P","I","1989-01-06","150.00","1989-02-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01010","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01009A","P","I","1989-01-06","150.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01009A","P","Z","1988-12-15","210.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01008","P","I","1989-01-06","180.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01008","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01003","P","Z","1988-12-15","210.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01003","P","I","1989-01-06","150.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01001","P","Z","1988-12-15","210.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01001","P","I","1989-01-06","150.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01004","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01004","P","I","1989-01-06","180.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01005","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01005","P","I","1989-01-06","180.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01006","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01006","P","I","1989-01-06","180.00","1989-02-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01007","P","Z","1988-12-15","280.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352615","01007","P","I","1989-01-06","180.00","1989-01-17","S","","2011-10-14 16:48:14 EDT"
"101352623","01001","P","I","1988-12-02","300.00","1988-12-21","S","","2011-10-14 16:48:14 EDT"
"101352623","01001","P","Z","1988-11-16","","1988-12-21","S","","2011-10-14 16:48:14 EDT"
"101352623","02009","P","Z","1988-11-16","270.00","1988-11-25","O","","2011-10-14 16:48:14 EDT"
"101352623","02008","P","I","1988-12-02","150.00","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101352623","02008","P","Z","1988-11-16","270.00","1988-12-21","O","","2011-10-14 16:48:14 EDT"
"101352623","02009","P","I","1988-12-02","150.00","1988-11-25","O","","2011-10-14 16:48:14 EDT"
"101352623","01002","P","I","1988-12-02","200.00","1988-12-21","S","","2011-10-14 16:48:14 EDT"
"101352623","01002","P","Z","1988-11-16","270.00","1988-12-21","S","","2011-10-14 16:48:14 EDT"
"101352623","01003","P","Z","1988-11-16","270.00","1988-12-21","S","","2011-10-14 16:48:14 EDT"
"101352623","01001","P","P","1989-01-31","300.00","1989-03-21","S","","2011-10-14 16:48:14 EDT"
"101352623","01003","P","I","1988-12-02","200.00","1989-02-21","S","","2011-10-14 16:48:14 EDT"
"101352649","02001","P","I","1988-10-28","","1988-11-01","O","","2011-10-14 16:48:14 EDT"
"101352649","02002","P","Z","1988-10-05","","1988-11-14","O","","2011-10-14 16:48:14 EDT"
"101352649","02002","P","I","1988-10-28","","1988-11-14","O","","2011-10-14 16:48:14 EDT"
"101352649","02004","P","Z","1988-10-05","","1988-11-30","O","","2011-10-14 16:48:14 EDT"
"101352649","02004","P","I","1988-10-28","","1988-11-30","O","","2011-10-14 16:48:14 EDT"
"101352649","01001","P","Z","1988-10-05","150.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01001","P","I","1988-10-28","100.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01002","P","Z","1988-10-05","150.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01002","P","I","1988-10-28","100.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01003","P","Z","1988-10-05","200.00","1988-10-20","S","","2011-10-14 16:48:14 EDT"
"101352649","01003","P","I","1988-10-28","125.00","1988-10-20","S","","2011-10-14 16:48:14 EDT"
"101352649","01004A","P","Z","1988-10-05","150.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01004A","P","I","1988-10-28","75.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01005","P","Z","1988-10-05","150.00","1988-11-30","S","","2011-10-14 16:48:14 EDT"
"101352649","01005","P","I","1988-10-28","100.00","1988-11-30","S","","2011-10-14 16:48:14 EDT"
"101352649","01006","P","Z","1988-10-05","200.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01006","P","I","1988-10-28","125.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01007","P","Z","1988-10-05","250.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01007","P","I","1988-10-28","150.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01008","P","Z","1988-10-05","150.00","1988-10-08","S","","2011-10-14 16:48:14 EDT"
"101352649","01008","P","I","1988-10-28","100.00","1988-10-08","S","","2011-10-14 16:48:14 EDT"
"101352649","01009","P","Z","1988-10-05","150.00","1988-10-20","S","","2011-10-14 16:48:14 EDT"
"101352649","01009","P","I","1988-10-28","75.00","1988-10-20","S","","2011-10-14 16:48:14 EDT"
"101352649","01010","P","Z","1988-10-05","250.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01010","P","I","1988-10-28","150.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352649","01011","P","Z","1988-10-05","250.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01011","P","I","1988-10-28","150.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01012","P","Z","1988-10-05","250.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","01012","P","I","1988-10-28","150.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352649","02001","P","Z","1988-10-05","","1988-11-01","O","","2011-10-14 16:48:14 EDT"
"101352656","01001","P","Z","1988-12-05","400.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352656","01001","P","I","1988-12-16","300.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352672","01002","P","Z","1988-12-06","250.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101352672","01001","P","I","1988-12-23","200.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101352672","01002","P","I","1988-12-23","200.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101352672","01001","P","Z","1988-12-06","250.00","1989-01-09","S","","2011-10-14 16:48:14 EDT"
"101352714","01001","P","I","1988-10-14","400.00","1988-11-05","S","","2011-10-14 16:48:14 EDT"
"101352714","01001","P","Z","1988-09-29","600.00","1988-11-05","S","","2011-10-14 16:48:14 EDT"
"101352714","02001","P","I","1988-10-14","","1988-11-05","O","","2011-10-14 16:48:14 EDT"
"101352714","02001","P","Z","1988-09-29","","1988-11-05","O","","2011-10-14 16:48:14 EDT"
"101352714","01002","P","I","1988-10-14","400.00","1988-11-05","S","","2011-10-14 16:48:14 EDT"
"101352714","01002","P","Z","1988-09-29","600.00","1988-11-05","S","","2011-10-14 16:48:14 EDT"
"101352763","03001","P","I","1990-10-05","500.00","1990-10-07","S","","2011-10-14 16:48:14 EDT"
"101352763","03002","P","Z","1990-10-04","700.00","1990-11-05","S","","2011-10-14 16:48:14 EDT"
"101352763","03002","P","I","1990-10-05","400.00","1990-11-05","S","","2011-10-14 16:48:14 EDT"
"101352763","03003","P","Z","1990-10-04","800.00","1990-10-10","S","","2011-10-14 16:48:14 EDT"
"101352763","03003","P","I","1990-10-05","","1990-10-10","O","","2011-10-14 16:48:14 EDT"
"101352763","03004","P","Z","1990-10-04","900.00","1990-11-05","S","","2011-10-14 16:48:14 EDT"
"101352763","03004","P","I","1990-10-05","500.00","1990-11-05","S","","2011-10-14 16:48:14 EDT"
"101352763","01001","P","Z","1990-09-20","500.00","1990-10-01","S","","2011-10-14 16:48:14 EDT"
"101352763","01001","P","I","1990-10-05","400.00","1990-10-01","S","","2011-10-14 16:48:14 EDT"
"101352763","01002","P","Z","1990-09-20","800.00","1990-10-19","S","","2011-10-14 16:48:14 EDT"
"101352763","01002","P","I","1990-10-05","500.00","1990-10-19","S","","2011-10-14 16:48:14 EDT"
"101352763","01003","P","Z","1990-09-20","800.00","1990-10-19","S","","2011-10-14 16:48:14 EDT"
"101352763","01003","P","I","1990-10-05","500.00","1990-10-19","S","","2011-10-14 16:48:14 EDT"
"101352763","01004","P","Z","1990-09-20","600.00","1990-09-20","S","","2011-10-14 16:48:14 EDT"
"101352763","01004","P","I","1990-10-05","300.00","1990-09-20","S","","2011-10-14 16:48:14 EDT"
"101352763","03001","P","Z","1990-10-04","700.00","1990-10-07","S","","2011-10-14 16:48:14 EDT"
"101352763","01007","P","I","1990-10-05","500.00","1990-09-21","S","","2011-10-14 16:48:14 EDT"
"101352763","01007","P","Z","1990-09-20","700.00","1990-09-21","S","","2011-10-14 16:48:14 EDT"
"101352763","01006A","P","I","1990-10-05","500.00","1990-10-01","S","","2011-10-14 16:48:14 EDT"
"101352763","01005","P","Z","1990-09-20","700.00","1990-09-27","S","","2011-10-14 16:48:14 EDT"
"101352763","01005","P","I","1990-10-05","500.00","1990-09-27","S","","2011-10-14 16:48:14 EDT"
"101352763","01006A","P","Z","1990-09-20","1000.00","1990-10-01","S","","2011-10-14 16:48:14 EDT"
"101352870","01001","P","I","1988-10-28","200.00","1988-10-10","S","","2011-10-14 16:48:14 EDT"
"101352870","01001","P","Z","1988-10-05","300.00","1988-10-10","S","","2011-10-14 16:48:14 EDT"
"101352896","01021","P","F","1989-12-22","","1988-12-08","O","","2011-10-14 16:48:14 EDT"
"101352896","01022","P","Z","1988-12-01","600.00","1988-12-06","S","","2011-10-14 16:48:14 EDT"
"101352896","01022","P","F","1989-12-22","300.00","1988-12-06","S","","2011-10-14 16:48:14 EDT"
"101352896","01023","P","Z","1988-12-01","700.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01023","P","F","1989-12-22","350.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01024","P","Z","1988-12-01","700.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01024","P","F","1989-12-22","350.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
