ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12010868,JD187883,03/16/2020 05:58:00 PM,011XX N HUMBOLDT DR,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1211,012,26,24,18,1156037,1907530,2020,03/23/2020 03:49:30 PM,41.902053462,-87.702296572,"(41.902053462, -87.702296572)"
11969952,JD137795,02/02/2020 08:41:00 PM,083XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,CTA BUS,false,false,0614,006,21,71,08A,1167122,1849514,2020,02/09/2020 03:49:31 PM,41.742620493,-87.663241882,"(41.742620493, -87.663241882)"
12014690,JD185190,03/14/2020 07:48:00 AM,060XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,true,0712,007,16,68,07,1169685,1864754,2020,03/25/2020 03:45:43 PM,41.784385856,-87.653409624,"(41.784385856, -87.653409624)"
11996359,JD170333,03/01/2020 11:00:00 AM,032XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1921,019,32,5,06,1162445,1921417,2020,03/08/2020 03:47:30 PM,41.940028557,-87.678369504,"(41.940028557, -87.678369504)"
12005404,JD181354,03/10/2020 08:35:00 PM,070XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0734,007,17,67,08B,1166897,1858017,2020,03/17/2020 03:49:59 PM,41.765958707,-87.66382384,"(41.765958707, -87.66382384)"
12023258,JD201451,04/03/2020 08:05:00 PM,024XX N CENTRAL AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,2515,025,30,19,08B,1138633,1915735,2020,04/10/2020 03:47:54 PM,41.924902436,-87.766025313,"(41.924902436, -87.766025313)"
11963469,JD130244,01/18/2020 11:54:00 AM,007XX W WILLOW ST,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,"SCHOOL, PUBLIC, GROUNDS",false,false,1813,018,43,7,17,1171259,1911950,2020,03/07/2020 03:45:21 PM,41.913861315,-87.646254251,"(41.913861315, -87.646254251)"
12033397,JD212769,04/20/2020 02:55:00 AM,003XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1523,015,37,25,08B,1141321,1901588,2020,04/27/2020 03:50:19 PM,41.886032227,-87.756497813,"(41.886032227, -87.756497813)"
12117234,JD310759,07/26/2020 03:00:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1931,019,32,7,06,1164222,1915991,2020,08/02/2020 03:49:03 PM,41.92510186,-87.671992307,"(41.92510186, -87.671992307)"
11986280,JD157782,02/19/2020 05:00:00 PM,015XX S CENTRAL PARK AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,false,false,1021,010,24,29,03,1152621,1892306,2020,03/18/2020 03:52:17 PM,41.860345472,-87.715246819,"(41.860345472, -87.715246819)"
12048450,JD229886,02/20/2020 12:01:00 AM,078XX S MAY ST,0580,STALKING,SIMPLE,APARTMENT,false,false,0612,006,17,71,08A,1170010,1852905,2020,05/15/2020 03:48:40 PM,41.751863657,-87.652561898,"(41.751863657, -87.652561898)"
12043006,JD223560,05/03/2020 11:04:00 PM,006XX W DIVERSEY PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,019,44,6,07,1171241,1918843,2020,05/10/2020 03:46:56 PM,41.932776429,-87.646117434,"(41.932776429, -87.646117434)"
12004495,JD180220,03/09/2020 10:10:00 PM,004XX N DEARBORN ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,true,false,1831,018,42,8,03,1175859,1903382,2020,03/18/2020 03:52:17 PM,41.890247949,-87.629613082,"(41.890247949, -87.629613082)"
12048832,JD230229,05/12/2020 03:00:00 AM,061XX S MC VICKER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0812,008,13,64,14,1137123,1863249,2020,05/31/2020 03:43:58 PM,41.780900416,-87.772832687,"(41.780900416, -87.772832687)"
12023473,JD201657,04/04/2020 02:24:00 AM,028XX S STATE ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,false,false,0133,001,3,35,04B,1176745,1885961,2020,04/11/2020 03:48:37 PM,41.842423638,-87.626885805,"(41.842423638, -87.626885805)"
11996371,JD170342,03/01/2020 02:45:00 PM,095XX S COTTAGE GROVE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,SIDEWALK,false,false,0511,005,9,50,11,1183549,1841976,2020,03/08/2020 03:47:30 PM,41.721568583,-87.603287781,"(41.721568583, -87.603287781)"
12054222,JD236521,05/18/2020 06:00:00 PM,003XX W 111TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0513,005,34,49,14,1175981,1831315,2020,05/25/2020 03:56:44 PM,41.692486052,-87.631326161,"(41.692486052, -87.631326161)"
12068679,JD253363,06/02/2020 05:00:00 AM,051XX N NASHVILLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1613,016,45,10,08B,1131578,1933724,2020,06/09/2020 03:49:44 PM,41.974391379,-87.791531175,"(41.974391379, -87.791531175)"
12045932,JD226865,05/07/2020 08:40:00 PM,046XX W 59TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA BUS,true,false,0813,008,13,62,14,1146457,1864995,2020,05/14/2020 03:50:16 PM,41.785519673,-87.738567526,"(41.785519673, -87.738567526)"
12094180,JD283073,04/09/2020 08:00:00 AM,015XX W PRATT BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2432,024,49,1,11,1164642,1945254,2020,07/05/2020 03:47:01 PM,42.005391824,-87.669616106,"(42.005391824, -87.669616106)"
12023811,JD201953,04/04/2020 01:35:00 PM,066XX S TALMAN AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,true,0831,008,17,66,08B,1159851,1860519,2020,04/11/2020 03:48:37 PM,41.772972156,-87.689581362,"(41.772972156, -87.689581362)"
12063098,JD247007,05/29/2020 09:35:00 PM,007XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1524,015,37,25,08A,1138895,1904274,2020,06/05/2020 03:48:19 PM,41.893447354,-87.765341462,"(41.893447354, -87.765341462)"
11998005,JD172394,03/03/2020 11:51:00 AM,065XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, GROUNDS",true,false,2432,024,49,1,26,1167074,1943514,2020,03/10/2020 03:50:50 PM,42.00056515,-87.660718918,"(42.00056515, -87.660718918)"
12004102,JD179460,03/07/2020 10:00:00 AM,078XX S BURNHAM AVE,0810,THEFT,OVER $500,STREET,false,false,0421,004,7,43,06,1196081,1853571,2020,03/14/2020 03:49:45 PM,41.753085419,-87.557003062,"(41.753085419, -87.557003062)"
12034459,JD214021,04/20/2020 08:00:00 AM,065XX S DR MARTIN LUTHER KING JR DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,0312,003,20,69,11,1180046,1861715,2020,04/27/2020 03:50:19 PM,41.775815434,-87.615515359,"(41.775815434, -87.615515359)"
11955783,JD120164,01/18/2020 11:20:00 AM,022XX N MILWAUKEE AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,false,false,1431,014,1,22,03,1157572,1914937,2020,04/23/2020 03:44:36 PM,41.922347745,-87.696456264,"(41.922347745, -87.696456264)"
12001086,JD176072,03/06/2020 12:20:00 PM,070XX S PULASKI RD,0860,THEFT,RETAIL THEFT,OTHER,true,false,0833,008,13,65,06,1150922,1857430,2020,03/13/2020 03:48:46 PM,41.764674182,-87.722393601,"(41.764674182, -87.722393601)"
12099031,JD289048,07/07/2020 09:58:00 AM,006XX N LECLAIRE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1532,015,37,25,08A,1142247,1903750,2020,07/14/2020 03:49:25 PM,41.891947885,-87.753043601,"(41.891947885, -87.753043601)"
12076992,JD261850,06/12/2020 01:00:00 PM,079XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0623,006,6,44,08B,1178088,1852373,2020,06/19/2020 03:50:19 PM,41.750224578,-87.622975965,"(41.750224578, -87.622975965)"
11976078,JD145274,02/09/2020 02:11:00 AM,074XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0731,007,6,69,14,1175245,1855561,2020,02/16/2020 03:47:12 PM,41.759036773,-87.633298885,"(41.759036773, -87.633298885)"
12116329,JD309781,07/24/2020 10:40:00 PM,058XX N FAIRFIELD AVE,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,2011,020,40,2,08A,1156950,1938756,2020,07/31/2020 03:48:20 PM,41.987721189,-87.698092955,"(41.987721189, -87.698092955)"
12098799,JD288807,07/07/2020 12:15:00 AM,067XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0321,003,20,42,08A,1181401,1860407,2020,07/14/2020 03:49:25 PM,41.772195011,-87.610588399,"(41.772195011, -87.610588399)"
24947,JD145361,02/09/2020 05:27:00 AM,072XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0324,003,7,43,01A,1189963,1857256,2020,06/20/2020 03:48:45 PM,41.763346678,-87.579304394,"(41.763346678, -87.579304394)"
12002922,JD178332,03/08/2020 12:49:00 PM,024XX S TROY ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,false,false,1033,010,12,30,04B,1155750,1887554,2020,03/18/2020 03:52:17 PM,41.847243062,-87.703888855,"(41.847243062, -87.703888855)"
12087322,JD275194,06/23/2020 11:00:00 PM,059XX N ODELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1612,016,41,10,14,1126508,1938579,2020,06/30/2020 03:50:59 PM,41.987800474,-87.810066387,"(41.987800474, -87.810066387)"
11945452,JD108478,01/08/2020 12:52:00 PM,060XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1711,017,39,12,06,1147588,1939840,2020,01/15/2020 03:50:46 PM,41.990881135,-87.732499235,"(41.990881135, -87.732499235)"
12098181,JD288222,07/06/2020 03:00:00 PM,112XX S CHAMPLAIN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,false,false,0531,005,9,50,04A,1182590,1830572,2020,07/13/2020 03:50:31 PM,41.690296807,-87.607152628,"(41.690296807, -87.607152628)"
12055859,JD238414,05/21/2020 11:08:00 AM,042XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1115,011,28,26,15,1148095,1899323,2020,05/31/2020 03:43:58 PM,41.879689165,-87.731680241,"(41.879689165, -87.731680241)"
12049900,JD231370,05/13/2020 12:25:00 PM,081XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,true,false,0835,008,18,70,08B,1159127,1850516,2020,05/20/2020 03:52:52 PM,41.745537247,-87.692508533,"(41.745537247, -87.692508533)"
12114633,JD307747,07/23/2020 05:30:00 PM,042XX S VINCENNES AVE,0810,THEFT,OVER $500,STREET,false,false,0214,002,3,38,06,1180332,1876813,2020,07/30/2020 03:47:03 PM,41.817239139,-87.614003773,"(41.817239139, -87.614003773)"
12006971,JD183216,03/12/2020 02:20:00 PM,051XX W JACKSON BLVD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING / RETIREMENT HOME,true,false,1533,015,28,25,18,1142017,1898181,2020,03/19/2020 03:46:09 PM,41.876670128,-87.754026367,"(41.876670128, -87.754026367)"
11961585,JD126964,01/24/2020 12:55:00 PM,067XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0321,003,20,42,08B,1182057,1860401,2020,01/31/2020 03:51:33 PM,41.772163393,-87.608183909,"(41.772163393, -87.608183909)"
12064356,JD248538,05/30/2020 11:00:00 PM,001XX E 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0215,002,3,38,14,1178149,1873901,2020,06/06/2020 03:50:25 PM,41.809298229,-87.62209995,"(41.809298229, -87.62209995)"
12007756,JD184134,03/13/2020 10:45:00 AM,034XX W DIVERSEY AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1412,014,35,21,06,1152946,1918405,2020,03/20/2020 03:49:40 PM,41.931957242,-87.713361536,"(41.931957242, -87.713361536)"
12110369,JD302664,07/18/2020 08:00:00 PM,120XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0523,005,34,53,05,1174807,1825055,2020,07/25/2020 03:53:38 PM,41.675333811,-87.635809917,"(41.675333811, -87.635809917)"
12111693,JD304246,07/20/2020 06:05:00 PM,059XX W MADISON ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,false,false,1513,015,29,25,04B,1136634,1899396,2020,07/27/2020 03:57:04 PM,41.880102253,-87.773762272,"(41.880102253, -87.773762272)"
12009732,JD186501,03/15/2020 12:00:00 PM,051XX S NEENAH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0811,008,14,56,14,1133578,1869887,2020,03/22/2020 03:48:27 PM,41.799178981,-87.785674635,"(41.799178981, -87.785674635)"
12074877,JD260366,06/10/2020 11:00:00 PM,033XX W MAYPOLE AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,true,true,1123,011,28,27,04B,1154131,1900784,2020,06/17/2020 03:57:35 PM,41.883580046,-87.709477772,"(41.883580046, -87.709477772)"
11947329,JD110646,01/10/2020 03:00:00 AM,002XX W 93RD PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0634,006,21,49,06,1176189,1843133,2020,01/17/2020 03:48:13 PM,41.724911657,-87.630211346,"(41.724911657, -87.630211346)"
12056019,JD238723,05/21/2020 04:03:00 PM,042XX W MONROE ST,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,true,false,1115,011,28,26,18,1148075,1899322,2020,05/28/2020 03:52:37 PM,41.879686806,-87.731753704,"(41.879686806, -87.731753704)"
11947880,JD111379,01/10/2020 05:00:00 PM,011XX W 122ND ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0524,005,34,53,08B,1170772,1823890,2020,01/17/2020 03:48:13 PM,41.672225539,-87.650612577,"(41.672225539, -87.650612577)"
12091575,JD280083,06/27/2020 04:00:00 AM,089XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,2222,022,21,73,14,1171213,1845531,2020,07/04/2020 03:48:43 PM,41.731602196,-87.648368546,"(41.731602196, -87.648368546)"
12052249,JD234106,05/16/2020 02:00:00 AM,009XX N SACRAMENTO BLVD,0810,THEFT,OVER $500,STREET,false,false,1211,012,26,23,06,1156004,1906305,2020,05/23/2020 03:46:52 PM,41.898692619,-87.702450875,"(41.898692619, -87.702450875)"
12101259,JD291785,07/09/2020 12:30:00 PM,004XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,false,false,1132,011,28,26,05,1149797,1897617,2020,07/16/2020 03:53:12 PM,41.874974798,-87.725475051,"(41.874974798, -87.725475051)"
12014271,JD191628,03/20/2020 09:46:00 PM,049XX S DREXEL BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0222,002,4,39,08A,1183148,1872494,2020,03/27/2020 03:48:50 PM,41.805322323,-87.603808532,"(41.805322323, -87.603808532)"
12066429,JD250989,05/31/2020 03:00:00 PM,049XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2533,025,37,25,05,1142920,1910177,2020,06/07/2020 03:47:20 PM,41.909571787,-87.750411553,"(41.909571787, -87.750411553)"
12065041,JD249366,06/01/2020 01:00:00 AM,066XX S KIMBARK AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,true,0321,003,5,42,04B,1185778,1861231,2020,06/08/2020 03:50:25 PM,41.774354083,-87.594517876,"(41.774354083, -87.594517876)"
11995605,JD169462,02/29/2020 01:10:00 PM,008XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1813,018,43,7,06,1170583,1910870,2020,07/10/2020 03:50:20 PM,41.91091257,-87.6487694,"(41.91091257, -87.6487694)"
12042382,JD222888,05/03/2020 03:20:00 AM,052XX S BERKELEY AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,TAXICAB,false,false,0233,002,5,41,11,1184065,1870700,2020,05/10/2020 03:46:56 PM,41.800378039,-87.600501492,"(41.800378039, -87.600501492)"
12005676,JD181623,03/09/2020 10:00:00 PM,030XX S WELLS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0914,009,11,34,07,1175112,1884817,2020,03/16/2020 03:53:35 PM,41.839321114,-87.632912639,"(41.839321114, -87.632912639)"
11993017,JD166245,02/26/2020 09:45:00 PM,040XX W WILCOX ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,true,false,1115,011,28,26,18,1149441,1899029,2020,03/04/2020 03:50:43 PM,41.878856397,-87.726745508,"(41.878856397, -87.726745508)"
12036176,JD215798,04/24/2020 02:10:00 AM,067XX S PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0725,007,16,67,14,1166171,1860025,2020,05/01/2020 03:49:55 PM,41.771484402,-87.666427817,"(41.771484402, -87.666427817)"
12055267,JD237791,05/20/2020 04:34:00 PM,040XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0213,002,3,38,08A,1178707,1878263,2020,05/27/2020 03:47:37 PM,41.821255232,-87.619920499,"(41.821255232, -87.619920499)"
11948712,JD112343,01/11/2020 04:45:00 PM,047XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0922,009,15,58,06,1161164,1873304,2020,01/18/2020 03:46:35 PM,41.808028819,-87.684414463,"(41.808028819, -87.684414463)"
12015048,JD192424,03/22/2020 12:51:00 AM,071XX S WASHTENAW AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE - YARD (FRONT / BACK),false,false,0831,008,18,66,03,1159607,1857224,2020,03/29/2020 03:45:26 PM,41.763935202,-87.690566076,"(41.763935202, -87.690566076)"
11939623,JD101802,01/02/2020 02:57:00 PM,024XX N LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2524,025,31,22,14,1151304,1916029,2020,01/09/2020 03:57:56 PM,41.92546972,-87.7194582,"(41.92546972, -87.7194582)"
12059942,JD243219,05/26/2020 10:28:00 AM,044XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1724,017,33,14,14,1154257,1929142,2020,06/02/2020 03:49:38 PM,41.96139421,-87.708256028,"(41.96139421, -87.708256028)"
11990827,JD163590,02/22/2020 10:15:00 PM,006XX N LA SALLE DR,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,1832,018,42,8,06,1175023,1904549,2020,02/29/2020 03:51:50 PM,41.893469034,-87.632648229,"(41.893469034, -87.632648229)"
11960803,JD126953,01/03/2020 09:00:00 AM,067XX S BELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0832,008,16,66,11,1162561,1859886,2020,01/29/2020 03:57:52 PM,41.771179021,-87.679664777,"(41.771179021, -87.679664777)"
12072671,JD257963,06/08/2020 05:45:00 PM,134XX S HOUSTON AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,true,false,0433,004,10,55,04B,1198768,1816475,2020,06/15/2020 03:53:06 PM,41.651223603,-87.548395488,"(41.651223603, -87.548395488)"
12115873,JD308991,07/25/2020 12:36:00 AM,015XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0734,007,17,67,15,1167460,1857649,2020,08/01/2020 03:48:54 PM,41.764936823,-87.661770779,"(41.764936823, -87.661770779)"
12058973,JD242131,05/23/2020 04:30:00 PM,0000X W 95TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0634,006,21,49,03,1177762,1841949,2020,05/30/2020 03:49:38 PM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)"
11957115,JD122582,01/20/2020 04:47:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0111,001,42,32,06,1176352,1900918,2020,01/27/2020 03:53:45 PM,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
12033266,JD212565,04/19/2020 05:33:00 PM,108XX S CALHOUN AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VACANT LOT / LAND,false,false,0434,004,10,51,07,1194906,1833759,2020,04/26/2020 03:47:24 PM,41.698748516,-87.561959483,"(41.698748516, -87.561959483)"
11974608,JD143554,02/05/2020 12:00:00 AM,107XX S YATES AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0434,004,7,51,08B,1194345,1834383,2020,02/12/2020 03:48:07 PM,41.700474606,-87.563993148,"(41.700474606, -87.563993148)"
12014153,JD191142,03/20/2020 10:45:00 AM,091XX S HOUSTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0424,004,10,46,06,1198110,1844982,2020,03/27/2020 03:48:50 PM,41.729466077,-87.549854294,"(41.729466077, -87.549854294)"
12019638,JD197369,03/29/2020 05:15:00 AM,002XX W 104TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,true,0512,005,34,49,14,1176517,1835977,2020,04/05/2020 03:46:47 PM,41.705267253,-87.629224246,"(41.705267253, -87.629224246)"
11938236,JD100171,01/01/2020 02:45:00 AM,021XX S OAKLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,false,1234,012,25,31,08B,1161360,1889913,2020,01/08/2020 03:49:48 PM,41.853601722,-87.68323458,"(41.853601722, -87.68323458)"
12051957,JD233848,05/16/2020 12:00:00 AM,065XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0312,003,20,42,14,1180372,1861740,2020,05/23/2020 03:46:52 PM,41.775876563,-87.614319517,"(41.775876563, -87.614319517)"
11962706,JD129328,01/26/2020 01:56:00 PM,058XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1512,015,29,25,07,1137353,1903386,2020,02/02/2020 03:45:36 PM,41.89103844,-87.771026144,"(41.89103844, -87.771026144)"
11939829,JD102164,01/02/2020 07:20:00 PM,039XX W FERDINAND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1122,011,37,23,18,1150135,1903051,2020,01/09/2020 03:57:56 PM,41.889879713,-87.724092407,"(41.889879713, -87.724092407)"
11965613,JD132639,01/29/2020 03:15:00 AM,051XX W HENDERSON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1634,016,31,15,26,1141527,1921788,2020,02/05/2020 03:55:05 PM,41.941459444,-87.755241338,"(41.941459444, -87.755241338)"
11999557,JD170500,03/01/2020 04:00:00 PM,0000X N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0112,001,42,32,06,1177308,1900543,2020,03/08/2020 03:47:30 PM,41.882424852,-87.624377884,"(41.882424852, -87.624377884)"
12041279,JD221563,04/29/2020 12:00:00 AM,022XX S KEELER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1013,010,22,29,06,1148745,1888718,2020,05/06/2020 03:54:51 PM,41.850575241,-87.729567376,"(41.850575241, -87.729567376)"
11993230,JD166445,02/26/2020 04:30:00 PM,064XX N SHERIDAN RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,false,false,2432,024,49,1,07,1167277,1942715,2020,05/13/2020 03:47:44 PM,41.998368301,-87.65999524,"(41.998368301, -87.65999524)"
11988775,JD161113,02/21/2020 08:00:00 PM,016XX W BARRY AVE,0810,THEFT,OVER $500,STREET,false,false,1931,019,32,6,06,1164776,1920643,2020,02/28/2020 03:48:46 PM,41.937855469,-87.669824377,"(41.937855469, -87.669824377)"
12090555,JD278050,06/26/2020 09:46:00 AM,108XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2233,022,34,49,05,1174556,1833107,2020,07/03/2020 03:50:17 PM,41.697435322,-87.636490229,"(41.697435322, -87.636490229)"
12116334,JD309483,07/25/2020 12:15:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0111,001,42,32,06,1176352,1900927,2020,08/01/2020 03:48:54 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12010304,JD187131,03/16/2020 06:00:00 AM,034XX W 47TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,0821,008,14,58,07,1154118,1873256,2020,03/23/2020 03:49:30 PM,41.808040184,-87.710258896,"(41.808040184, -87.710258896)"
12055655,JD238122,05/21/2020 12:30:00 AM,028XX S DR MARTIN LUTHER KING JR DR,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0133,001,4,35,03,1179378,1886082,2020,05/28/2020 03:52:37 PM,41.842695834,-87.61721984,"(41.842695834, -87.61721984)"
11988491,JD160727,02/21/2020 10:00:00 PM,065XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2511,025,36,19,14,1132519,1917900,2020,02/28/2020 03:48:46 PM,41.930952253,-87.788440746,"(41.930952253, -87.788440746)"
12056089,JD238693,05/21/2020 03:00:00 PM,028XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1031,010,22,30,08B,1151168,1884899,2020,05/28/2020 03:52:37 PM,41.840048334,-87.720774406,"(41.840048334, -87.720774406)"
12080688,JD267084,06/17/2020 02:58:00 PM,032XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,1634,016,31,15,14,1141126,1921210,2020,06/24/2020 03:49:22 PM,41.939880767,-87.756729483,"(41.939880767, -87.756729483)"
11968539,JD136195,01/27/2020 06:00:00 PM,047XX S LAWLER AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,0814,008,22,56,11,1143491,1872746,2020,02/05/2020 03:52:05 PM,41.806845468,-87.74924934,"(41.806845468, -87.74924934)"
12012988,JD190003,03/18/2020 11:32:00 PM,016XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1014,010,24,29,08B,1150666,1891557,2020,03/25/2020 03:47:29 PM,41.858328523,-87.722442751,"(41.858328523, -87.722442751)"
